world_rank,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,year
3.010000000000000000e+02,1.730000000000000071e+01,7.629999999999999716e+01,2.430000000000000071e+01,3.050000000000000000e+01,2.660000000000000142e+01,5.000000000000000000e+01,1.218700000000000000e+04,1.650000000000000000e+01,2.012000000000000000e+03
3.010000000000000000e+02,2.319999999999999929e+01,3.350000000000000000e+01,1.610000000000000142e+01,5.110000000000000142e+01,3.019999999999999929e+01,5.000000000000000000e+01,1.079800000000000000e+04,1.730000000000000071e+01,2.012000000000000000e+03
3.010000000000000000e+02,1.580000000000000071e+01,3.710000000000000142e+01,1.409999999999999964e+01,5.929999999999999716e+01,3.429999999999999716e+01,5.000000000000000000e+01,1.888200000000000000e+04,3.019999999999999929e+01,2.012000000000000000e+03
3.010000000000000000e+02,1.219999999999999929e+01,7.650000000000000000e+01,7.700000000000000178e+00,5.550000000000000000e+01,2.710000000000000142e+01,5.000000000000000000e+01,1.966500000000000000e+04,1.939999999999999858e+01,2.012000000000000000e+03
3.010000000000000000e+02,3.650000000000000000e+01,2.769999999999999929e+01,2.360000000000000142e+01,2.360000000000000142e+01,3.119999999999999929e+01,5.000000000000000000e+01,4.032500000000000000e+04,4.370000000000000284e+01,2.012000000000000000e+03
3.010000000000000000e+02,1.450000000000000000e+01,6.620000000000000284e+01,1.669999999999999929e+01,4.020000000000000284e+01,2.810000000000000142e+01,5.000000000000000000e+01,1.514100000000000000e+04,1.869999999999999929e+01,2.012000000000000000e+03
3.010000000000000000e+02,2.350000000000000000e+01,6.870000000000000284e+01,1.639999999999999858e+01,3.889999999999999858e+01,6.479999999999999716e+01,5.000000000000000000e+01,2.095100000000000000e+04,2.589999999999999858e+01,2.012000000000000000e+03
3.010000000000000000e+02,2.950000000000000000e+01,4.020000000000000284e+01,3.169999999999999929e+01,2.769999999999999929e+01,4.070000000000000284e+01,5.000000000000000000e+01,2.857600000000000000e+04,2.780000000000000071e+01,2.012000000000000000e+03
3.010000000000000000e+02,1.760000000000000142e+01,1.860000000000000142e+01,1.450000000000000000e+01,5.279999999999999716e+01,2.989999999999999858e+01,5.000000000000000000e+01,1.390800000000000000e+04,1.810000000000000142e+01,2.012000000000000000e+03
3.010000000000000000e+02,1.450000000000000000e+01,2.680000000000000071e+01,1.569999999999999929e+01,5.079999999999999716e+01,2.789999999999999858e+01,5.000000000000000000e+01,1.969300000000000000e+04,2.530000000000000071e+01,2.012000000000000000e+03
3.010000000000000000e+02,1.830000000000000071e+01,2.619999999999999929e+01,1.850000000000000000e+01,5.079999999999999716e+01,3.529999999999999716e+01,5.000000000000000000e+01,4.724700000000000000e+04,1.800000000000000000e+01,2.012000000000000000e+03
3.010000000000000000e+02,1.769999999999999929e+01,4.200000000000000000e+01,1.300000000000000000e+01,4.389999999999999858e+01,3.370000000000000284e+01,5.000000000000000000e+01,3.272000000000000000e+04,1.880000000000000071e+01,2.012000000000000000e+03
3.010000000000000000e+02,1.819999999999999929e+01,6.950000000000000000e+01,2.219999999999999929e+01,4.200000000000000000e+01,2.660000000000000142e+01,5.000000000000000000e+01,7.828000000000000000e+03,1.590000000000000036e+01,2.012000000000000000e+03
3.010000000000000000e+02,3.260000000000000142e+01,8.150000000000000000e+01,2.519999999999999929e+01,1.240000000000000036e+01,4.689999999999999858e+01,5.000000000000000000e+01,1.206300000000000000e+04,1.660000000000000142e+01,2.012000000000000000e+03
3.010000000000000000e+02,2.250000000000000000e+01,3.829999999999999716e+01,2.210000000000000142e+01,4.439999999999999858e+01,5.510000000000000142e+01,5.000000000000000000e+01,1.004500000000000000e+04,9.500000000000000000e+00,2.012000000000000000e+03
3.010000000000000000e+02,1.850000000000000000e+01,7.050000000000000000e+01,1.500000000000000000e+01,3.489999999999999858e+01,4.210000000000000142e+01,5.000000000000000000e+01,1.834000000000000000e+04,2.380000000000000071e+01,2.012000000000000000e+03
3.010000000000000000e+02,1.580000000000000071e+01,3.639999999999999858e+01,1.019999999999999929e+01,6.429999999999999716e+01,3.210000000000000142e+01,5.000000000000000000e+01,5.841300000000000000e+04,1.540000000000000036e+01,2.012000000000000000e+03
3.010000000000000000e+02,1.330000000000000071e+01,8.700000000000000000e+01,1.390000000000000036e+01,4.779999999999999716e+01,2.450000000000000000e+01,5.000000000000000000e+01,1.015900000000000000e+04,1.700000000000000000e+01,2.012000000000000000e+03
3.010000000000000000e+02,2.160000000000000142e+01,3.579999999999999716e+01,1.569999999999999929e+01,4.429999999999999716e+01,5.000000000000000000e+01,5.000000000000000000e+01,4.929200000000000000e+04,1.409999999999999964e+01,2.012000000000000000e+03
3.010000000000000000e+02,2.630000000000000071e+01,8.250000000000000000e+01,1.409999999999999964e+01,2.430000000000000071e+01,3.520000000000000284e+01,5.000000000000000000e+01,2.641900000000000000e+04,5.200000000000000000e+01,2.012000000000000000e+03
3.010000000000000000e+02,2.339999999999999858e+01,4.939999999999999858e+01,2.110000000000000142e+01,3.670000000000000284e+01,6.620000000000000284e+01,5.000000000000000000e+01,9.020000000000000000e+03,1.710000000000000142e+01,2.012000000000000000e+03
3.010000000000000000e+02,2.880000000000000071e+01,3.100000000000000000e+01,2.450000000000000000e+01,3.350000000000000000e+01,3.429999999999999716e+01,5.000000000000000000e+01,2.455000000000000000e+04,1.830000000000000071e+01,2.012000000000000000e+03
3.010000000000000000e+02,3.879999999999999716e+01,1.390000000000000036e+01,2.719999999999999929e+01,2.300000000000000000e+01,8.440000000000000568e+01,5.000000000000000000e+01,4.750800000000000000e+04,1.590000000000000036e+01,2.012000000000000000e+03
3.500000000000000000e+02,3.370000000000000284e+01,2.250000000000000000e+01,1.869999999999999929e+01,1.030000000000000071e+01,4.729999999999999716e+01,5.000000000000000000e+01,2.238600000000000000e+04,1.760000000000000142e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.080000000000000071e+01,2.850000000000000000e+01,1.700000000000000000e+01,2.550000000000000000e+01,3.080000000000000071e+01,5.000000000000000000e+01,1.919800000000000000e+04,1.710000000000000142e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.710000000000000142e+01,9.140000000000000568e+01,1.230000000000000071e+01,2.869999999999999929e+01,3.130000000000000071e+01,5.000000000000000000e+01,3.033300000000000000e+04,1.710000000000000142e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.769999999999999929e+01,5.629999999999999716e+01,1.680000000000000071e+01,2.619999999999999929e+01,2.789999999999999858e+01,5.000000000000000000e+01,3.271300000000000000e+04,3.039999999999999858e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.819999999999999929e+01,5.989999999999999858e+01,1.910000000000000142e+01,2.030000000000000071e+01,3.620000000000000284e+01,5.000000000000000000e+01,1.565500000000000000e+04,2.260000000000000142e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.960000000000000142e+01,2.789999999999999858e+01,2.019999999999999929e+01,3.439999999999999858e+01,3.910000000000000142e+01,5.000000000000000000e+01,2.853400000000000000e+04,2.039999999999999858e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.900000000000000000e+01,2.100000000000000000e+01,1.250000000000000000e+01,2.100000000000000000e+01,9.720000000000000284e+01,5.000000000000000000e+01,3.165800000000000000e+04,1.080000000000000071e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.150000000000000000e+01,8.259999999999999432e+01,1.619999999999999929e+01,1.880000000000000071e+01,4.110000000000000142e+01,5.000000000000000000e+01,8.773000000000000000e+03,1.780000000000000071e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.769999999999999929e+01,1.880000000000000071e+01,1.630000000000000071e+01,2.010000000000000142e+01,3.939999999999999858e+01,5.000000000000000000e+01,1.468600000000000000e+04,8.199999999999999289e+00,2.012000000000000000e+03
3.500000000000000000e+02,2.089999999999999858e+01,2.360000000000000142e+01,1.380000000000000071e+01,3.389999999999999858e+01,3.600000000000000000e+01,5.000000000000000000e+01,2.137900000000000000e+04,1.509999999999999964e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.830000000000000071e+01,1.810000000000000142e+01,1.550000000000000000e+01,2.430000000000000071e+01,3.350000000000000000e+01,5.000000000000000000e+01,1.588500000000000000e+04,8.400000000000000355e+00,2.012000000000000000e+03
3.500000000000000000e+02,1.900000000000000000e+01,7.129999999999999716e+01,1.950000000000000000e+01,1.359999999999999964e+01,2.889999999999999858e+01,5.000000000000000000e+01,2.203700000000000000e+04,2.900000000000000000e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.819999999999999929e+01,5.139999999999999858e+01,1.590000000000000036e+01,2.169999999999999929e+01,3.889999999999999858e+01,5.000000000000000000e+01,2.240100000000000000e+04,6.270000000000000284e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.230000000000000071e+01,5.260000000000000142e+01,9.300000000000000711e+00,4.839999999999999858e+01,2.689999999999999858e+01,5.000000000000000000e+01,1.851300000000000000e+04,1.980000000000000071e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.789999999999999858e+01,6.670000000000000284e+01,2.569999999999999929e+01,9.199999999999999289e+00,3.939999999999999858e+01,5.000000000000000000e+01,1.395100000000000000e+04,1.590000000000000036e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.989999999999999858e+01,4.500000000000000000e+01,1.469999999999999929e+01,2.089999999999999858e+01,2.900000000000000000e+01,5.000000000000000000e+01,2.740200000000000000e+04,7.500000000000000000e+00,2.012000000000000000e+03
3.500000000000000000e+02,1.739999999999999858e+01,7.779999999999999716e+01,1.719999999999999929e+01,2.450000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,1.910100000000000000e+04,1.680000000000000071e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.469999999999999929e+01,2.219999999999999929e+01,2.139999999999999858e+01,2.710000000000000142e+01,7.859999999999999432e+01,5.000000000000000000e+01,1.091500000000000000e+04,9.800000000000000711e+00,2.012000000000000000e+03
3.500000000000000000e+02,1.250000000000000000e+01,1.430000000000000071e+01,1.969999999999999929e+01,3.100000000000000000e+01,6.800000000000000000e+01,5.000000000000000000e+01,8.240000000000000000e+03,2.089999999999999858e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.789999999999999858e+01,7.259999999999999432e+01,1.219999999999999929e+01,3.130000000000000071e+01,3.270000000000000284e+01,5.000000000000000000e+01,1.406700000000000000e+04,2.680000000000000071e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.289999999999999858e+01,7.479999999999999716e+01,1.860000000000000142e+01,2.210000000000000142e+01,2.710000000000000142e+01,5.000000000000000000e+01,7.653000000000000000e+03,2.800000000000000000e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.710000000000000142e+01,4.129999999999999716e+01,1.450000000000000000e+01,2.639999999999999858e+01,3.750000000000000000e+01,5.000000000000000000e+01,1.064600000000000000e+04,2.619999999999999929e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.800000000000000000e+01,4.829999999999999716e+01,1.090000000000000036e+01,2.830000000000000071e+01,3.829999999999999716e+01,5.000000000000000000e+01,1.886700000000000000e+04,1.789999999999999858e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.300000000000000000e+01,4.200000000000000000e+01,1.250000000000000000e+01,2.330000000000000071e+01,4.460000000000000142e+01,5.000000000000000000e+01,2.289300000000000000e+04,1.169999999999999929e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.930000000000000071e+01,3.239999999999999858e+01,1.209999999999999964e+01,2.910000000000000142e+01,6.759999999999999432e+01,5.000000000000000000e+01,2.770900000000000000e+04,1.960000000000000142e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.960000000000000142e+01,2.360000000000000142e+01,9.800000000000000711e+00,4.529999999999999716e+01,3.660000000000000142e+01,5.000000000000000000e+01,3.317200000000000000e+04,1.359999999999999964e+01,2.012000000000000000e+03
3.500000000000000000e+02,3.760000000000000142e+01,3.810000000000000142e+01,1.969999999999999929e+01,3.100000000000000089e+00,2.600000000000000000e+01,5.000000000000000000e+01,2.083600000000000000e+04,5.200000000000000178e+00,2.012000000000000000e+03
3.500000000000000000e+02,1.760000000000000142e+01,6.329999999999999716e+01,1.810000000000000142e+01,2.560000000000000142e+01,2.880000000000000071e+01,5.000000000000000000e+01,1.280100000000000000e+04,1.710000000000000142e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.550000000000000000e+01,6.459999999999999432e+01,1.130000000000000071e+01,3.560000000000000142e+01,4.029999999999999716e+01,5.000000000000000000e+01,2.031400000000000000e+04,3.650000000000000000e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.650000000000000000e+01,1.800000000000000000e+01,1.580000000000000071e+01,2.169999999999999929e+01,4.150000000000000000e+01,5.000000000000000000e+01,5.865000000000000000e+03,1.440000000000000036e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.310000000000000142e+01,3.050000000000000000e+01,1.739999999999999858e+01,3.510000000000000142e+01,3.060000000000000142e+01,5.000000000000000000e+01,5.156000000000000000e+04,6.509999999999999432e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.060000000000000142e+01,5.579999999999999716e+01,1.159999999999999964e+01,2.739999999999999858e+01,2.939999999999999858e+01,5.000000000000000000e+01,2.279500000000000000e+04,1.900000000000000000e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.939999999999999858e+01,2.739999999999999858e+01,1.619999999999999929e+01,2.400000000000000000e+01,2.550000000000000000e+01,5.000000000000000000e+01,1.164100000000000000e+04,2.150000000000000000e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.559999999999999964e+01,8.250000000000000000e+01,1.850000000000000000e+01,1.910000000000000142e+01,2.650000000000000000e+01,5.000000000000000000e+01,1.763800000000000000e+04,1.440000000000000036e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.340000000000000036e+01,5.989999999999999858e+01,1.180000000000000071e+01,3.939999999999999858e+01,2.419999999999999929e+01,5.000000000000000000e+01,2.302600000000000000e+04,2.339999999999999858e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.650000000000000000e+01,2.439999999999999858e+01,1.910000000000000142e+01,2.719999999999999929e+01,7.309999999999999432e+01,5.000000000000000000e+01,1.995900000000000000e+04,5.839999999999999858e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.060000000000000142e+01,8.179999999999999716e+01,1.800000000000000000e+01,1.939999999999999858e+01,8.770000000000000284e+01,5.000000000000000000e+01,1.897100000000000000e+04,2.619999999999999929e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.439999999999999858e+01,6.300000000000000000e+01,1.769999999999999929e+01,1.930000000000000071e+01,3.310000000000000142e+01,5.000000000000000000e+01,1.570500000000000000e+04,2.019999999999999929e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.780000000000000071e+01,4.200000000000000000e+01,1.780000000000000071e+01,3.439999999999999858e+01,2.630000000000000071e+01,5.000000000000000000e+01,1.026900000000000000e+04,1.300000000000000000e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.039999999999999858e+01,4.139999999999999858e+01,2.150000000000000000e+01,2.889999999999999858e+01,3.229999999999999716e+01,5.000000000000000000e+01,1.232600000000000000e+04,1.459999999999999964e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.450000000000000000e+01,2.880000000000000071e+01,9.300000000000000711e+00,3.839999999999999858e+01,4.289999999999999858e+01,5.000000000000000000e+01,3.104600000000000000e+04,1.180000000000000071e+01,2.012000000000000000e+03
3.500000000000000000e+02,2.539999999999999858e+01,2.710000000000000142e+01,1.730000000000000071e+01,2.969999999999999929e+01,2.730000000000000071e+01,5.000000000000000000e+01,5.231600000000000000e+04,1.689999999999999858e+01,2.012000000000000000e+03
3.500000000000000000e+02,1.080000000000000071e+01,1.280000000000000071e+01,9.599999999999999645e+00,5.829999999999999716e+01,2.919999999999999929e+01,5.000000000000000000e+01,8.663000000000000000e+03,2.060000000000000142e+01,2.012000000000000000e+03
1.000000000000000000e+00,9.629999999999999716e+01,5.979999999999999716e+01,9.940000000000000568e+01,9.970000000000000284e+01,9.559999999999999432e+01,9.550000000000000000e+01,2.243000000000000000e+03,6.900000000000000355e+00,2.013000000000000000e+03
2.000000000000000000e+00,9.500000000000000000e+01,5.660000000000000142e+01,9.879999999999999716e+01,9.929999999999999716e+01,6.239999999999999858e+01,9.370000000000000284e+01,1.559600000000000000e+04,7.799999999999999822e+00,2.013000000000000000e+03
2.000000000000000000e+00,8.970000000000000284e+01,8.870000000000000284e+01,9.809999999999999432e+01,9.559999999999999432e+01,7.979999999999999716e+01,9.370000000000000284e+01,1.991900000000000000e+04,1.159999999999999964e+01,2.013000000000000000e+03
5.000000000000000000e+00,9.290000000000000568e+01,8.159999999999999432e+01,8.920000000000000284e+01,9.990000000000000568e+01,9.290000000000000568e+01,9.309999999999999432e+01,1.107400000000000000e+04,9.000000000000000000e+00,2.013000000000000000e+03
6.000000000000000000e+00,8.950000000000000000e+01,5.450000000000000000e+01,9.940000000000000568e+01,9.979999999999999716e+01,7.950000000000000000e+01,9.270000000000000284e+01,7.929000000000000000e+03,8.400000000000000355e+00,2.013000000000000000e+03
7.000000000000000000e+00,9.120000000000000284e+01,8.359999999999999432e+01,9.559999999999999432e+01,9.620000000000000284e+01,5.910000000000000142e+01,9.259999999999999432e+01,1.881200000000000000e+04,1.180000000000000071e+01,2.013000000000000000e+03
8.000000000000000000e+00,8.800000000000000000e+01,9.140000000000000568e+01,9.090000000000000568e+01,9.300000000000000000e+01,8.750000000000000000e+01,9.059999999999999432e+01,1.506000000000000000e+04,1.169999999999999929e+01,2.013000000000000000e+03
9.000000000000000000e+00,8.509999999999999432e+01,4.970000000000000284e+01,9.929999999999999716e+01,9.929999999999999716e+01,6.540000000000000568e+01,9.050000000000000000e+01,3.618600000000000000e+04,1.639999999999999858e+01,2.013000000000000000e+03
1.000000000000000000e+01,8.959999999999999432e+01,5.529999999999999716e+01,9.290000000000000568e+01,9.870000000000000284e+01,5.000000000000000000e+01,9.040000000000000568e+01,1.422100000000000000e+04,6.900000000000000355e+00,2.013000000000000000e+03
1.100000000000000000e+01,9.320000000000000284e+01,5.470000000000000284e+01,9.250000000000000000e+01,9.479999999999999716e+01,3.820000000000000284e+01,8.920000000000000284e+01,1.175100000000000000e+04,4.400000000000000355e+00,2.013000000000000000e+03
1.200000000000000000e+01,8.250000000000000000e+01,9.570000000000000284e+01,9.270000000000000284e+01,8.659999999999999432e+01,5.000000000000000000e+01,8.779999999999999716e+01,1.817800000000000000e+04,1.469999999999999929e+01,2.013000000000000000e+03
1.300000000000000000e+01,8.729999999999999716e+01,4.229999999999999716e+01,9.379999999999999716e+01,9.590000000000000568e+01,5.000000000000000000e+01,8.770000000000000284e+01,3.820600000000000000e+04,1.030000000000000071e+01,2.013000000000000000e+03
1.500000000000000000e+01,9.000000000000000000e+01,3.810000000000000142e+01,8.940000000000000568e+01,9.620000000000000284e+01,4.370000000000000284e+01,8.659999999999999432e+01,2.037600000000000000e+04,6.500000000000000000e+00,2.013000000000000000e+03
1.600000000000000000e+01,8.179999999999999716e+01,5.729999999999999716e+01,8.550000000000000000e+01,9.529999999999999716e+01,1.000000000000000000e+02,8.559999999999999432e+01,1.512800000000000000e+04,3.600000000000000089e+00,2.013000000000000000e+03
1.700000000000000000e+01,8.350000000000000000e+01,8.900000000000000000e+01,8.879999999999999716e+01,8.679999999999999716e+01,4.510000000000000142e+01,8.550000000000000000e+01,2.660700000000000000e+04,1.069999999999999929e+01,2.013000000000000000e+03
1.800000000000000000e+01,7.700000000000000000e+01,5.379999999999999716e+01,9.209999999999999432e+01,9.179999999999999716e+01,3.950000000000000000e+01,8.329999999999999716e+01,2.142400000000000000e+04,1.019999999999999929e+01,2.013000000000000000e+03
1.900000000000000000e+01,7.759999999999999432e+01,3.379999999999999716e+01,8.729999999999999716e+01,9.820000000000000284e+01,6.440000000000000568e+01,8.309999999999999432e+01,1.833400000000000000e+04,1.380000000000000071e+01,2.013000000000000000e+03
2.000000000000000000e+01,7.609999999999999432e+01,4.760000000000000142e+01,9.140000000000000568e+01,9.159999999999999432e+01,5.389999999999999858e+01,8.259999999999999432e+01,4.178600000000000000e+04,9.000000000000000000e+00,2.013000000000000000e+03
2.200000000000000000e+01,7.179999999999999716e+01,5.139999999999999858e+01,8.700000000000000000e+01,9.550000000000000000e+01,5.589999999999999858e+01,8.150000000000000000e+01,1.188500000000000000e+04,1.309999999999999964e+01,2.013000000000000000e+03
2.300000000000000000e+01,7.229999999999999716e+01,4.579999999999999716e+01,8.150000000000000000e+01,9.700000000000000000e+01,1.000000000000000000e+02,8.120000000000000284e+01,1.517200000000000000e+04,4.799999999999999822e+00,2.013000000000000000e+03
2.400000000000000000e+01,7.470000000000000284e+01,3.910000000000000142e+01,8.129999999999999716e+01,9.700000000000000000e+01,4.129999999999999716e+01,7.990000000000000568e+01,4.402000000000000000e+04,1.180000000000000071e+01,2.013000000000000000e+03
2.500000000000000000e+01,7.020000000000000284e+01,6.629999999999999716e+01,7.950000000000000000e+01,9.029999999999999716e+01,7.490000000000000568e+01,7.879999999999999716e+01,1.996700000000000000e+04,2.010000000000000142e+01,2.013000000000000000e+03
2.500000000000000000e+01,7.550000000000000000e+01,4.210000000000000142e+01,8.070000000000000284e+01,9.100000000000000000e+01,5.789999999999999858e+01,7.879999999999999716e+01,4.942700000000000000e+04,1.739999999999999858e+01,2.013000000000000000e+03
2.800000000000000000e+01,6.840000000000000568e+01,7.720000000000000284e+01,8.250000000000000000e+01,8.370000000000000284e+01,6.759999999999999432e+01,7.790000000000000568e+01,4.012800000000000000e+04,2.369999999999999929e+01,2.013000000000000000e+03
2.900000000000000000e+01,7.440000000000000568e+01,9.229999999999999716e+01,8.720000000000000284e+01,6.720000000000000284e+01,7.740000000000000568e+01,7.750000000000000000e+01,3.159200000000000000e+04,1.550000000000000000e+01,2.013000000000000000e+03
3.000000000000000000e+01,6.909999999999999432e+01,8.209999999999999432e+01,8.040000000000000568e+01,8.400000000000000000e+01,4.239999999999999858e+01,7.729999999999999716e+01,5.015200000000000000e+04,1.760000000000000142e+01,2.013000000000000000e+03
3.100000000000000000e+01,7.609999999999999432e+01,2.980000000000000071e+01,8.009999999999999432e+01,8.820000000000000284e+01,5.479999999999999716e+01,7.690000000000000568e+01,3.965500000000000000e+04,1.080000000000000071e+01,2.013000000000000000e+03
3.200000000000000000e+01,6.840000000000000568e+01,7.890000000000000568e+01,7.129999999999999716e+01,9.079999999999999716e+01,4.379999999999999716e+01,7.609999999999999432e+01,2.577400000000000000e+04,1.409999999999999964e+01,2.013000000000000000e+03
3.300000000000000000e+01,7.420000000000000284e+01,3.600000000000000000e+01,8.490000000000000568e+01,8.079999999999999716e+01,5.000000000000000000e+01,7.579999999999999716e+01,4.272700000000000000e+04,1.869999999999999929e+01,2.013000000000000000e+03
3.400000000000000000e+01,7.440000000000000568e+01,7.590000000000000568e+01,8.040000000000000568e+01,7.520000000000000284e+01,4.029999999999999716e+01,7.570000000000000284e+01,3.132600000000000000e+04,1.369999999999999929e+01,2.013000000000000000e+03
3.500000000000000000e+01,5.610000000000000142e+01,5.829999999999999716e+01,7.350000000000000000e+01,9.940000000000000568e+01,1.000000000000000000e+02,7.559999999999999432e+01,2.202000000000000000e+04,2.730000000000000071e+01,2.013000000000000000e+03
3.500000000000000000e+01,7.840000000000000568e+01,8.170000000000000284e+01,8.590000000000000568e+01,6.210000000000000142e+01,6.250000000000000000e+01,7.559999999999999432e+01,1.983500000000000000e+04,1.760000000000000142e+01,2.013000000000000000e+03
3.700000000000000000e+01,6.859999999999999432e+01,9.000000000000000000e+01,8.350000000000000000e+01,7.350000000000000000e+01,3.960000000000000142e+01,7.540000000000000568e+01,1.460400000000000000e+04,1.919999999999999929e+01,2.013000000000000000e+03
3.800000000000000000e+01,6.339999999999999858e+01,3.420000000000000284e+01,7.900000000000000000e+01,9.620000000000000284e+01,4.389999999999999858e+01,7.520000000000000284e+01,2.723300000000000000e+04,6.500000000000000000e+00,2.013000000000000000e+03
4.000000000000000000e+01,6.239999999999999858e+01,9.879999999999999716e+01,5.700000000000000000e+01,9.500000000000000000e+01,4.979999999999999716e+01,7.300000000000000000e+01,9.666000000000000000e+03,1.050000000000000000e+01,2.013000000000000000e+03
4.100000000000000000e+01,7.379999999999999716e+01,3.870000000000000284e+01,6.740000000000000568e+01,8.920000000000000284e+01,2.950000000000000000e+01,7.279999999999999716e+01,4.205600000000000000e+04,6.799999999999999822e+00,2.013000000000000000e+03
4.200000000000000000e+01,6.629999999999999716e+01,6.450000000000000000e+01,7.570000000000000284e+01,7.729999999999999716e+01,7.140000000000000568e+01,7.240000000000000568e+01,7.774000000000000000e+03,1.150000000000000000e+01,2.013000000000000000e+03
4.200000000000000000e+01,7.040000000000000568e+01,3.289999999999999858e+01,6.929999999999999716e+01,9.009999999999999432e+01,4.000000000000000000e+01,7.240000000000000568e+01,2.651800000000000000e+04,7.299999999999999822e+00,2.013000000000000000e+03
4.400000000000000000e+01,6.790000000000000568e+01,5.170000000000000284e+01,7.159999999999999432e+01,8.270000000000000284e+01,5.250000000000000000e+01,7.179999999999999716e+01,3.536400000000000000e+04,1.390000000000000036e+01,2.013000000000000000e+03
4.700000000000000000e+01,6.609999999999999432e+01,2.869999999999999929e+01,7.400000000000000000e+01,8.470000000000000284e+01,5.000000000000000000e+01,7.050000000000000000e+01,4.682500000000000000e+04,1.800000000000000000e+01,2.013000000000000000e+03
4.800000000000000000e+01,6.540000000000000568e+01,5.470000000000000284e+01,6.650000000000000000e+01,8.550000000000000000e+01,4.200000000000000000e+01,7.040000000000000568e+01,3.569100000000000000e+04,1.550000000000000000e+01,2.013000000000000000e+03
4.900000000000000000e+01,6.590000000000000568e+01,7.790000000000000568e+01,6.770000000000000284e+01,7.690000000000000568e+01,4.320000000000000284e+01,7.009999999999999432e+01,3.493800000000000000e+04,1.530000000000000071e+01,2.013000000000000000e+03
5.000000000000000000e+01,6.389999999999999858e+01,2.880000000000000071e+01,6.389999999999999858e+01,8.820000000000000284e+01,1.000000000000000000e+02,6.940000000000000568e+01,3.055000000000000000e+03,1.009999999999999964e+01,2.013000000000000000e+03
5.200000000000000000e+01,7.450000000000000000e+01,3.720000000000000284e+01,7.640000000000000568e+01,5.520000000000000284e+01,9.920000000000000284e+01,6.709999999999999432e+01,3.976300000000000000e+04,1.369999999999999929e+01,2.013000000000000000e+03
5.300000000000000000e+01,6.670000000000000284e+01,4.629999999999999716e+01,6.089999999999999858e+01,8.009999999999999432e+01,4.950000000000000000e+01,6.700000000000000000e+01,5.146200000000000000e+04,1.340000000000000036e+01,2.013000000000000000e+03
5.400000000000000000e+01,6.540000000000000568e+01,3.920000000000000284e+01,5.089999999999999858e+01,9.420000000000000284e+01,3.060000000000000142e+01,6.679999999999999716e+01,2.478900000000000000e+04,8.599999999999999645e+00,2.013000000000000000e+03
5.600000000000000000e+01,6.840000000000000568e+01,4.339999999999999858e+01,5.710000000000000142e+01,8.190000000000000568e+01,3.350000000000000000e+01,6.629999999999999716e+01,3.653400000000000000e+04,1.290000000000000036e+01,2.013000000000000000e+03
5.700000000000000000e+01,5.350000000000000000e+01,8.600000000000000000e+01,5.929999999999999716e+01,8.279999999999999716e+01,4.239999999999999858e+01,6.620000000000000284e+01,2.139400000000000000e+04,1.140000000000000036e+01,2.013000000000000000e+03
5.800000000000000000e+01,5.970000000000000284e+01,5.660000000000000142e+01,7.100000000000000000e+01,6.720000000000000284e+01,9.970000000000000284e+01,6.609999999999999432e+01,4.250300000000000000e+04,4.189999999999999858e+01,2.013000000000000000e+03
5.900000000000000000e+01,6.160000000000000142e+01,6.729999999999999716e+01,4.689999999999999858e+01,9.029999999999999716e+01,4.720000000000000284e+01,6.590000000000000568e+01,2.400000000000000000e+03,7.900000000000000355e+00,2.013000000000000000e+03
